,child_context,parent_context,label
4041,"все возможные «измы» того времени ― экспрессионизм, сюрреализм, абстракционизм, кубизм, футуризм, ― сочетая","горизонте Белый, Блок, Вячеслав Иванов.  Модернизм разветвлялся, ширился.  Литературная борьба понуждала",1
4042,работали над плакатами в стиле поп-арт и над значками с дерзкими,"горизонте Белый, Блок, Вячеслав Иванов.  Модернизм разветвлялся, ширился.  Литературная борьба понуждала",1
4043,"там искусство, творчество.  Соц-арт там, концептуализм там.  Модерн там, постмодерн там","горизонте Белый, Блок, Вячеслав Иванов.  Модернизм разветвлялся, ширился.  Литературная борьба понуждала",1
4044,"победителю станет БОНУС ОТ МАГАЗИНА «ДИРИЖАБЛЬ» (Большая Покровская, 46, напротив кинотеатра","и наполнился горячим воздухом, как аэростат… ",1
4046,"Очевидно одно: всех нас роднит велосипед или, если точнее, оптимальный подбор",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4048, Морские коньки населяют прибрежные воды тропических и,куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4049, Деревянные игрушки…  Резиновый мяч…  До 18-ти лет я спал,куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4050,"а Гагарин взял мой планшет, секундомер и стал делать замеры вместо",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4051,открыта; там на стене висели боксёрские перчатки. ,куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4054,"по-прежнему является Елена Дементьева, 13-я ракетка планеты. ",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4058,разные ― как футбольный мяч и хоккейная шайба. ,куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4060," Там испытывались роликовые коньки и прогулочные коляски, проводились",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4062,"Отбеседовавшись с начальством (меня, как волан для бадминтона, перебрасывают из смены",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4064,"ободрана, но крепок, что твой батут. ",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4066,"это запала?  Ништяк, пусть я ласты склею!   ― Пусть! ",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4067,"на землю, мысленно представляя себе гимнастический снаряд, прыгал, согнувшись, приземлился легко",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4069," На тротуаре стояла рыжая туристическая палатка, из нее вкусно пахло",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4070,"лежали матрасы, ящики, палатки, какое-то альпинистское снаряжение. ",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4072,"несвязанных эпизодов, где чума ― только эстафетная палочка, а не смысл всего",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4073,ему с тоскливым звоном упала лыжная палка. ,куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4074,а вторая― поднятая на ребро шахматная доска. ,куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4076,"купить байдарку, палатки и прочее туристское снаряжение. ",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4077," В экспозиции ― спортивная техника, аксессуары, комплектующие и экипировка",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4078,"виднелось странное приспособление, похожее на спортивный тренажер с наваленной на него",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4082, Под ним ― баскетбольный щит с оборванной сеткой. ,куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4084," [Марго71, nick]   : Где купить горнолыжное снаряжение?   Объехали в Москве: Кант",куртку / костюм.  ― Детские товары и спортивный инвентарь.  ― Мне купили новую куклу,1
4086,"культурология, история, филология, теоретическая лингвистика, востоковедение) с достаточно большим приемом ― не", Её предмет называется «страноведение» (не путать со «странноведением»). ,1
4087,задачи изучения славянского барокко // Советское славяноведение. , Её предмет называется «страноведение» (не путать со «странноведением»). ,1
4088,"детальная фото-, радио-, радиотехническая и радиолокационная разведка. ","прошлом, 1959 г. была осуществлена радиолокация Венеры. ",1
4089, Анонимный коллекционер заплатил 63 тыс за батистовую," Вот, допустим, один бортник (собиратель мёда) говорит своему товарищу: ""В",1
4109, Скоропалительный выбор сорта почвопокровной розы может,"как это пример того, как поспешный вывод о возможностях человека бывает",1
4110,"Артемий Петрович пошёл на этот опрометчивый шаг, когда выяснилось, что требуемых","как это пример того, как поспешный вывод о возможностях человека бывает",1
4111, Второй как антиоксидант добавляют в чипсы и крипсы,"среду, содержащую иммобилизованный на полимере ингибитор какого-нибудь жизненно необходимого фермента, сравнимого",1
4112,"обернуться ростом просрочки, так как социально незащищенные слои населения со временем",Однако недаром интеллигенция как особый социальный слой существовала только в России,1
4113,"было поверить, что Кио― не богач? ",Однако недаром интеллигенция как особый социальный слой существовала только в России,1
4114,"мобильность части населения― переход в средний класс [3, с. 28-37",Однако недаром интеллигенция как особый социальный слой существовала только в России,1
4115," Власти считают социальные низы «быдлом», хотят поставить людей",Однако недаром интеллигенция как особый социальный слой существовала только в России,1
4116,"персики, в то время как простой народ голодает. ",Однако недаром интеллигенция как особый социальный слой существовала только в России,1
4118,"легко пронзал дерево, гранит и железобетон) полудохлого новорождённого крысёнка. ","если вы сэкономите на грунтовке, бетон будет забирать воду из раствора",1
4135, 14 июля 1918 года родился инженер Джей Форрестер. , Инженерно-технический работник по надзору за безопасной,1
4136,"Ультрадисперсные алмазы в гальванотехнике СКТБ Технолог "", Санкт-Петербургский государственный технологический институт,   192076", Инженерно-технический работник по надзору за безопасной,1
4137," Работники станции, почти весь технический персонал, ушли с нашими войсками", Инженерно-технический работник по надзору за безопасной,1
4139," К. Б. Феоктистов, гениальный проектировщик, просто от Бога, приходил ко", Инженерно-технический работник по надзору за безопасной,1
4140,"расстался с больницей, когда разразилась атипичная пневмония. ","с рабочими бумагами.  Рентген показал воспаление лёгких.  Лежа под капельницей, обзвонил",1
4142,в объект «часы» необходимо ввести вспомогательный счётчик ― счётчик времени ожидания. ,"мне показался один, казалось бы, второстепенный момент. ",1
4143,"международных и региональных организаций (ООН, Совет Европы, ОБСЕ), как смертная казнь","двигателем"" будущих реформ должна стать Европейская организация по качеству еды, созданная",1
4144,"коллайдер (БАК) в женевском ЦЕРНе (Европейская организация по ядерным исследованиям), наконец","двигателем"" будущих реформ должна стать Европейская организация по качеству еды, созданная",1
4146,"уходила вперёд, машины трогались, обдавая тротуар грязью из-под колёс, догоняли, и",у воды тянется еще одна пешеходная дорожка. ,1
4162, Этот вредный старикашка был кошмаром многих поколений,"таки налоги, но это путь опасный. ",1
4163,"свою и своих семей.  Труд тяжелый, опасный.  И кто, кроме зверобоев","таки налоги, но это путь опасный. ",1
4165,"в лучшем случае налаживать ""отвёртку"".  Рискованный проект окупится только большими продажами","таки налоги, но это путь опасный. ",1
4166," Унёсся вперёд гибельный кузов самосвала, растаял, исчез. ","таки налоги, но это путь опасный. ",1
4167,"подергивания, щечно-язычный синдром, миоклония,злокачественный нейролептический синдром, депрессия.   Нет уж","таки налоги, но это путь опасный. ",1
4184,"и акционеры, естественно, сначала попытались уладить проблему непублично. ", Если наводить порядок на кухне по всем,1
4188,"работника.  Шли дискуссии, был отснят видеофильм…  И теперь ежегодно 30 ноября"," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4189," 2. Посмотрела четырехчасовой документальный фильм Мартина Скорсезе ""Моё путешествие"," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4190," ""Шрэк"". Новаторский голливудский фильм-мультфильм про людоеда, который лишь прикидывается"," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4191,будет увидеть и российские работы: художественный фильм Алексея Мурадова и документальный," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4192,"и исполнители главных ролей за телефильм ""Граница. "," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4193, [elena str]   Кинофильм уже давно вошел в классику," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4194,снова.  Новая жизнь ― это новая серия фильма.  Бывают многосерийные фильмы. ," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4195,как ученики обнаружили в интернете порнофильм семилетней давности с ее участием," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4196,Динозавр Герти» Винзора Маккея ― первый короткометражный фильм с «живым» действием и," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4197,"разрешили объединить, и так появился полнометражный фильм «Смех и горе у"," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4198," ""Магнитные бури"".   ЛУЧШИЙ НЕИГРОВОЙ ФИЛЬМ   ""Нефть"". "," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4199,я написал сценарий и сделал музыкальный фильм «Жил у бабушки козел," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",1
4201,помещик Чарторыжский пришел пьяным в алтарь храма села Любятово под Звенигородом,"все, теперь у нас есть помещение храма. ",1
4202,"  [6] О понятии ""генотип общества"" см.: Майминас Е. З . ",требуется иметь в базе данных геном человека и геномы всех микробов,1
4203,"Южной Америки вырывается ""протуберанец"" - Антарктический полуостров. ","оливкового дерева и вдали показалась суша, Ной вскрикнул: ""Еревац!"" ― что в",1
4204,"эволюцию, переправляется на совершенно другой материк ― к чайкам и овсянкам-дубровникам, занялся","оливкового дерева и вдали показалась суша, Ной вскрикнул: ""Еревац!"" ― что в",1
4206, Кардиохирургия попала когда-то в соглашение «Никсон,"таких значимых областей, как онкология, кардиология, пульмонология, гастроэнтерология и психиатрия. ",1
4208,указывается на этикетке в разделе «Пищевая ценность». ," Периоды, когда содержание вещества возрастало в крови животных",1
4209," Судя по всему, содержание спирта в моей «Изабелле» достаточное"," Периоды, когда содержание вещества возрастало в крови животных",1
4210,"одним трупом ― с Синицыным, и назойливый вопрос одолевает: да как могло","в своём теле жизнь― это надоедливый, изнурительный труд. ",1
4211,"смотреть «этот пресловутый, однообразный, бесконечно нудный советизм», главный герой у них","в своём теле жизнь― это надоедливый, изнурительный труд. ",1
4212," Метафора Нарцисса, погружённого в наркотическое опьянение собственной овнешненной сущностью, ― центральная"," Опьянение― чередование меланхолии и эйфории, оптимизма",1
4213,в неадекватном состоянии (наркотическое или алкогольное опьянение). ," Опьянение― чередование меланхолии и эйфории, оптимизма",1
4214,пространственного развития».  Чем и воспользовалось федеральное министерство.  И не только оно, Хотя Министерство образования РФ в 2003 г,1
4215," Посольство запросило министерство иностранных дел СССР, министерство иностранных", Хотя Министерство образования РФ в 2003 г,1
4216,"банка, и поддержавшее этот проект Министерство сельского хозяйства РФ, и Министерство", Хотя Министерство образования РФ в 2003 г,1
4217,программу обязательного медицинского страхования разрабатывает Министерство здравоохранения Российской Федерации и утверждает, Хотя Министерство образования РФ в 2003 г,1
4218," Импресарио Спивакова обращались в министерство культуры с запросами, на которые", Хотя Министерство образования РФ в 2003 г,1
4219,военным округом Геннадий Трошев покинет Министерство обороны России. , Хотя Министерство образования РФ в 2003 г,1
4220,"подкуп нужных людей… Решив, что Министерство путей сообщения стало для него", Хотя Министерство образования РФ в 2003 г,1
4221,содействии в Республике Адыгея создано министерство строительства. , Хотя Министерство образования РФ в 2003 г,1
4222,солидным ответом.  Молчит Шекспир – отвечает Министерство связи.  Ну а мастеру мейл, Хотя Министерство образования РФ в 2003 г,1
4223," Вспомните министерство торговли и промышленности, которое не", Хотя Министерство образования РФ в 2003 г,1
4224," Например, Министерство финансов РФ, не дожидаясь какого-то", Хотя Министерство образования РФ в 2003 г,1
4225,"субъектами Федерации, могло бы вести Министерство юстиции РФ, которое проводит юридическую", Хотя Министерство образования РФ в 2003 г,1
4226,"России, большую поддержку предприятию оказали Министерство по атомной энергии и правительство", Хотя Министерство образования РФ в 2003 г,1
4227, Хотя Министерство образования РФ в 2003 г, Хотя Министерство образования РФ в 2003 г,1
4228,и обратились за помощью в Министерство охраны окружающей среды. , Хотя Министерство образования РФ в 2003 г,1
4229,Топливо и энергетика России.  М.: Министерство топлива и энергетики РФ.  1999, Хотя Министерство образования РФ в 2003 г,1
4230,"общественности: ""Мы обратились через наше Министерство транспорта к правительству Японии и", Хотя Министерство образования РФ в 2003 г,1
4231,"степени утраты нетрудоспособности, правительство и Министерство труда так и не подготовили", Хотя Министерство образования РФ в 2003 г,1
4232,  * Министерство экономики направило в Правительство предложения, Хотя Министерство образования РФ в 2003 г,1
4233, В 1996 году Министерство природных ресурсов и экологии признало, Хотя Министерство образования РФ в 2003 г,1
4234,"С другой стороны, если наше Министерство промышленности, науки и технологий сегодня", Хотя Министерство образования РФ в 2003 г,1
4236, Накануне Министерство экономического развития и торговли РФ, Хотя Министерство образования РФ в 2003 г,1
4237,лишены: новый закон фактически определяет Министерство имущественных отношений РФ как инстанцию, Хотя Министерство образования РФ в 2003 г,1
4238,"С другой стороны, если наше Министерство промышленности, науки и технологий сегодня", Хотя Министерство образования РФ в 2003 г,1
4239,"преобразовало громоздкие, управляемые из центра министерства и ведомства СССР в автономные", Хотя Министерство образования РФ в 2003 г,1
4240,отправить «подозрительного» водителя на медэкспертизу Министерство здравоохранения и социального развития РФ, Хотя Министерство образования РФ в 2003 г,1
4241, Благотворительный фонд В. Потанина Министерство культуры и массовых коммуникаций РФ, Хотя Министерство образования РФ в 2003 г,1
4242,Также свой целевой заказ формирует Министерство образования и науки в рамках, Хотя Министерство образования РФ в 2003 г,1
4243,"высокотехнологичные проекты были остановлены, а Министерство промышленности и энергетики, которым руководил", Хотя Министерство образования РФ в 2003 г,1
4244, В связи с этим Министерство транспорта и связи Финляндии напоминает, Хотя Министерство образования РФ в 2003 г,1
4245, Министерство информационных технологий и связи объявило, Хотя Министерство образования РФ в 2003 г,1
4249,инжиниринг и активная промышленная и технологическая политика ,"пропорций, в общем ― проводиться единая научно-техническая политика в республике. ",1
4250,Вот это страшно!  Вот уж бактерия-то загоношится!  ― Он потряс кулаком,"тепличные растения не нападёт какой-нибудь микроорганизм, не подточит их в корне",1
4254,релевантности.   Возбудителем чумы была бактерия ― одноклеточный организм.  Её в 1894 году,"тепличные растения не нападёт какой-нибудь микроорганизм, не подточит их в корне",1
4263,"и законами Природы, она создает современный, прогрессивный, взгляд на мир и", Каждый передовой прогрессивный человек не может не,1
4265,"можно использовать стружки древесной коры, гравий, мох сфагнум. ",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4266,"г.― поэт и чернь: ""Но мрамор сей ведь бог… ",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4267,был на всю страну.  А боксит нужен для производства алюминия.  Нет,По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4268," Лицевая сторона здания.  10.  Осадочная горная порода.  11.  Отрезок, соединяющий",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4269,"если самому не решиться грызть гранит, то пойдешь, как и большинство",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4270," Больше всего подходят туф, песчаник или известняк. ",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4271,"Машина глубже зарывалась в береговой галечник.   ― Может, нам выйти? ",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4273,"вы будете перемещаться через песчаник, вулканические породы, морские отложения, толщу воды",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4275," Мир сокращается, опускается каменная порода, бегать приходится пригнувшись, потом",По мере уменьшения количества реликтов горная порода приобретает гетеробластовую структуру (табл,1
4276,лучше всех умеют делать дешевый низкосортный товар. ,возможность подмены хорошего топлива на низкокачественный аналог. ,1
4282,жилища ― односемейный жилой дом-усадьба (индивидуальный жилой дом и личное подсобное,общежитие не положено.  Принялись искать частное жилье.   Сначала была комната в,1
4287," 10. 2. Пассажирский поезд, двигаясь с постоянным ускорением"," [alla, nick]   ПОЕЗД ПОД НАЗВАНИЕМ «ДЕТСТВО» ПРИБЫЛ НА",1
4288,в эксплуатацию «супер-экспресс» ― моторвагонный грузовой поезд для бесконтейнерной перевозки грузов," [alla, nick]   ПОЕЗД ПОД НАЗВАНИЕМ «ДЕТСТВО» ПРИБЫЛ НА",1
4289,"сбежав от нянек,   Что Бермудский многогранник ― незакрытый пуп Земли.   «Что там",как будет загадано слово ШАРАДА: Геометрическое тело преисподней или стихотворная загадка,1
4299,оформления заявки на регистрацию определяет федеральный орган исполнительной власти по интеллектуальной,"требуется издание дополнительного правового акта, федеральный орган государственной власти, в чью",1
4304,тут нет.  Напротив: очень остроумное словопроизводство.  Щерба благословил. ,Далее идёт то же русское словообразование: Чуличок или Чуличко и фамилия,1
4305,"за порчу его, искажение, за заимствование слов из языков западных. ",Далее идёт то же русское словообразование: Чуличок или Чуличко и фамилия,1
4310," пиво «Хамовники», «Медвежью кровь»   приватизационный чек на 360 Кб письма","  [Фортовый, nick]   ЭКЮ – это ценная бумага, дающая право приобрести фиксированный",1
4312,"части очередности использования имущества, обеспечивающего эмиссионные ценные бумаги в случае банкротства","  [Фортовый, nick]   ЭКЮ – это ценная бумага, дающая право приобрести фиксированный",1
4313,"средства, акции открытых акционерных обществ, государственные и муниципальные ценные бумаги, а","  [Фортовый, nick]   ЭКЮ – это ценная бумага, дающая право приобрести фиксированный",1
4319,"вопросе ""Пушкин и святитель Филарет, митрополит Московский""… ","вот батюшку или отца дьякона архиерей рукополагает, так на того с",1
4320," Финансирует питерскую команду"" Лентрансгаз ""― дочерняя компания"" Газпрома "". ",Сначала государственная почта преобразуется в акционерное общество со стопроцентным участием государства,1
4321,"ЛДПР Жириновского (сын юриста!), и закрытое акционерное общество ― ""Яблоко"" Явлинского, и",Сначала государственная почта преобразуется в акционерное общество со стопроцентным участием государства,1
4330,"рано понял, что задача искусства ― поддерживать в сохранности некую старую цепь","не самый предприимчивый (список можно продолжать), но дак я и не",1
4332,"из хорошей московской семьи: отец― скорняк, мать ― закройщица. ",Жил когда-то в Петрограде рабочий-кожевник Виктор Павлович Капранов. ,1
4345,"очередной, 22-й по счету, легкоатлетический Марафон мира. ","пение во весь голос, быстрый бег на длинную дистанцию, рискованные авантюры",1
4347,"разнообразная экскурсионная программа и дискотека, детская игровая комната, бары и многое","экскурсионная программа и дискотека, детская игровая комната, бары и многое другое",1
4351,"Дуров описал в своей книге ""Дрессировка животных"" собак Марса и Пика",И как их к ней приучить?   Смерть близкого человека всегда наступает,1
4353, Езда и выездка лошадей были в совершенном младенчестве,И как их к ней приучить?   Смерть близкого человека всегда наступает,1
4375,"где вовсю идет подсчет и упаковка товара, а покупатель неопределенной национальности","то взвешивать, то оформлять, то паковать, превращая цинковый саркофаг в обыкновенную",1
4383," Если ""десятку"" ставили на конвейер постепенно, вытесняя оттуда ""классику"", то"," ― Высвободится технологический транспорт, снизятся затраты на горючее",1
4384,В выходные дни мы пытаемся наверстать упущенное за неделю и отоспаться," [r0cken, nick]   Надо восполнить пробел и посмотреть второй, но",1
4385,"Власти же узнали, что такое каменный уголь, только после того, как","газ, нефть и нефтепродукты, электроэнергия, уголь). ",1
4386,Да в Подмосковье ж есть бурый уголь. ,"газ, нефть и нефтепродукты, электроэнергия, уголь). ",1
4387, Образование 2002 г.― наст. вр.  Московский городской психолого-педагогический университет, Снеговой покров здесь образуется в конце,1
4388,шёлковым шумом упала с дерева снежная шапка. , Снеговой покров здесь образуется в конце,1
4390,"сути, предоставляет преступнику право на освобождение от уголовной ответственности при условии","суда, приостановление производства по делу, прекращение производства по делу, оставление заявления",1
4392,"где главными принципами потребления являются мода, новинка, современный комфорт? ", Второе направление деятельности государства по обеспечению оборонной,1
4396, Основной профиль деятельности Astrum — разработка сетевых многопользовательских, Второе направление деятельности государства по обеспечению оборонной,1
4398,"читать поэта, у которого свой жизненный путь? ", Второе направление деятельности государства по обеспечению оборонной,1
4400," Не такое уж благо эти кондоминиумы Товарищество собственников жилья, безусловно, веяние времени.  Ещё свежо воспоминание о", Второе направление деятельности государства по обеспечению оборонной,1
4405,"новая система штрафов, согласно которой превышение установленной скорости движения ТС на","автомобилист должен оплатить штраф за нарушение Правил дорожного движения, будет увеличен",1
4406,"перец, зелень чабреца, мяты, кинзы, базилика, майорана. "," Зато сейчас здесь снова католический храм, причём главный в Голландии",1
4407, Этнический сепаратизм есть и был ;) И,"наиболее опасными являются терроризм и сепаратизм, подогреваемые, как правило, извне и",1
4408, Джаггер записывал сольный альбом (который оказался полным коммерческим,и в онлайн-сервисе «Амедиатека».   Музыкальный альбом от Дианы Арбениной Новейший,1
4410,"вузы сообща развивают образовательные ресурсы, дистанционное обучение, цифровые технологии, занимаются мониторингом","Также продолжаются работы, направленные на дистанционное обслуживание клиента по всему спектру",1
4413,"сухорукий Миша, любимец публики и балагур. ","помощники (сиськи, слепой гений и шутник), карикатурные гламурные вампиры, Уистлер, который",1
4415,"он такое по вашему определению: шут, паяц? ","помощники (сиськи, слепой гений и шутник), карикатурные гламурные вампиры, Уистлер, который",1
4416,"три спальни, на чердаке ― сеновал, винный погреб ― в подвале. ","Ёжик открыл люк, спустился в погреб, достал и грибков, и брусники",1
4424,"Киевской и Волынской губерниях, где евреи в некоторых уездах составляли половину",что западные «евреи» ― даже не семиты по происхождению; они выходцы вовсе,1
4425,"на каких-нибудь курсах для иностранцев (арабы, поляки, эстонцы… ",что западные «евреи» ― даже не семиты по происхождению; они выходцы вовсе,1
4426,"лето в аду», не мое… ветровка на вешалке, тоже чужая, Альгисовой"," В руках - куртка и жетон с цифрой ""1",1
4427,"пыльные сапоги, кепку и потёртый ватник, и ничего временного в его"," В руках - куртка и жетон с цифрой ""1",1
4431,"представляет разработанная коллективом павильона программа ""Этикет и культура народов России"" для"," Обычай требовал того, чтобы на пол",1
4432,реформ к уголовной ответственности за взяточничество привлечено около миллиона сотрудников партийно-государственного,"  ― Злоупотребление по должности?  Должностное преступление?   ― Уже ближе, но тоже",1
