,child_context,parent_context,label
2530,"ним изощрённый спектакль: их кровосмесительное супружество Цицерон описывает, вероятно, со слов", Её мутило.   Потом возник вдовец.  Познакомились в очереди за картошкой,0
2531,"этот вопрос, поскольку вся моя семья - это я и мой сын", Её мутило.   Потом возник вдовец.  Познакомились в очереди за картошкой,0
2534, Но политическая деятельность была Андрею Тимофеевичу не,"да нет, не об анархизме, анархизм ему, Колюше, был ни к",0
2535,"может позавидовать любая сила, любая политическая партия в мире. ","да нет, не об анархизме, анархизм ему, Колюше, был ни к",0
2540," [shilo83, nick]   Это искусство, коим большая часть девушек уже", Архитектура данной системы включает подсистему сбора,0
2541, Архитектура данной системы включает подсистему сбора, Архитектура данной системы включает подсистему сбора,0
2543,"Их интересовали другие вещи ― физика, инженерное дело, астрономия с географией. ", Инженерно-технический работник по надзору за безопасной,0
2544,интересно всё-же это российская медицина такая перестраховочная или в других,"с рабочими бумагами.  Рентген показал воспаление лёгких.  Лежа под капельницей, обзвонил",0
2545,"Но генетика ― это прежде всего физиологическая наука, и ее основная задача","с рабочими бумагами.  Рентген показал воспаление лёгких.  Лежа под капельницей, обзвонил",0
2546,"естественные и, в частности, в геологические науки. ","и, не вырвавшись из него, опал туда, откуда возник. ",0
2547,Многое сразу же прояснится ― уран-добывающая промышленность в Германии уже существовала,"и, не вырвавшись из него, опал туда, откуда возник. ",0
2548,"являются естественными, что либерально-капиталистическая экономическая антропология сама собой воспроизведётся после отпадения",есть обеспечивают выход в Сеть.   Южнокорейцы порадовали браслетом Lifeband Touch.  Этот,0
2549,промышленных регионах и городах являются:   автомобильный транспорт;   крупные промышленные предприятия (в,у воды тянется еще одна пешеходная дорожка. ,0
2550,"самокатах и велосипедах, а изображать дорожное движение. ",у воды тянется еще одна пешеходная дорожка. ,0
2551,"и т. д., и как наука претендует на полное объяснение причин","это касается социологии и физики, социолог скажет я не физик, а",0
2552, Отечественная социология в последние годы занимается разработкой,"это касается социологии и физики, социолог скажет я не физик, а",0
2553,Многое сразу же прояснится ― уран-добывающая промышленность в Германии уже существовала,ГЖ и Ж. Компания ведет горные работы на территории обширного угольного,0
2554,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство"," [sablinandrey, муж]   В нашей области потребительская кооперация, а также колхозы и",0
2555,"говорит о том, что российская экономика абсолютно неравномерна. "," [sablinandrey, муж]   В нашей области потребительская кооперация, а также колхозы и",0
2556," Ихтиология, биология, археология и океанология представляют обширное поле деятельности для","Восточно-Сибирское море, Чукотское море и море Баффина, ― пояснил географ. ",0
2559, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,А. Леонтьева и Е. Н. Осина (Москва) смысл жизни рассматривается как,0
2560, БОТАНИКА Д. В. СЕМЕНОВ Сенсационный кактус,А. Леонтьева и Е. Н. Осина (Москва) смысл жизни рассматривается как,0
2565,так долго — выхода на заслуженный отдых. ," И так же как горнолыжный спорт, пейнтбол требует немалых средств",0
2566," Я конечно тоже спорт люблю, но не в таких"," И так же как горнолыжный спорт, пейнтбол требует немалых средств",0
2570,"говорит о том, что российская экономика абсолютно неравномерна. "," Какая же это дача! ― богадельня, приют для престарелых, последняя пристань",0
2571,"констатация факта, что будет осуществляться социальная защита безработных, а оценка её"," Какая же это дача! ― богадельня, приют для престарелых, последняя пристань",0
2572,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство", С созданием коллективных хозяйств производство зерна на колхозных полях стало,0
2573,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы", С созданием коллективных хозяйств производство зерна на колхозных полях стало,0
2576,"к восстановлению всей инфраструктуры, обеспечивающей судоходство по Северному морскому пути. ", Американский танкер «Амоко Кадис» потерял управление и был выброшен,0
2577," [shilo83, nick]   Это искусство, коим большая часть девушек уже"," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",0
2578,"серебра, основным потребителем которого была кинематография. "," [Rud, nick]   Скажу от себя – фильм смотреть не стоит (смотрел) Фильм",0
2581, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,требуется иметь в базе данных геном человека и геномы всех микробов,0
2582,"Маргариты Ивановны Рудомино, взявшей безработного генетика старшим библиографом в Библиотеку иностранной",требуется иметь в базе данных геном человека и геномы всех микробов,0
2583,так долго — выхода на заслуженный отдых. ,"собственно, этому было посвящено первое отделение концерта. ",0
2584,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","был сосед по койке, тоже ""газовик"", как нас тогда называли. ",0
2589," Термин ""религия"" сегодня используется очень широко во", Свобода совести и светскость государства:    Следующая,0
2590,"их колониального правления, это их правовая система, основанная на общем праве", Свобода совести и светскость государства:    Следующая,0
2591,"к восстановлению всей инфраструктуры, обеспечивающей судоходство по Северному морскому пути. ",под первым крепким порывом ветра.  Катамаран стал резво пятиться от острова,0
2592, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,"тама, так нам будет и язь, и князь. ",0
2593,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей","тама, так нам будет и язь, и князь. ",0
2598,"жертвой ― это чаще всего просто игра, развлечение, получение удовольствия. ", RU».  Сериал.   20.50 «Запасной игрок».  Комедия.   22.30 5-й,0
2599,интересно всё-же это российская медицина такая перестраховочная или в других,"таких значимых областей, как онкология, кардиология, пульмонология, гастроэнтерология и психиатрия. ",0
2600,"таких значимых областей, как онкология, кардиология, пульмонология, гастроэнтерология и психиатрия. ","таких значимых областей, как онкология, кардиология, пульмонология, гастроэнтерология и психиатрия. ",0
2601,"условиях Клиники лечебного питания, и кулинарное искусство, пронесшее через века свои",настоятельно рекомендовали довольно рано прекращать грудное вскармливание?) ,0
2602," Я конечно тоже спорт люблю, но не в таких"," Виктор Аи Шорт-трек Место рождения Сеул, Республика Корея",0
2603,"кружится фигурное, усыпляющее пол-Европы катание на коньках. "," Виктор Аи Шорт-трек Место рождения Сеул, Республика Корея",0
2604,"их колониального правления, это их правовая система, основанная на общем праве","слова государя нельзя рассматривать как увольнение в отставку и что, таким",0
2605,"о том, что такое воздушно-космическая оборона государства, какой облик она должна","слова государя нельзя рассматривать как увольнение в отставку и что, таким",0
2606,"формированиях, где федеральным законом предусмотрена военная служба. ","слова государя нельзя рассматривать как увольнение в отставку и что, таким",0
2607,Кризис 1997 года сильно изменил трудовые отношения. ,"слова государя нельзя рассматривать как увольнение в отставку и что, таким",0
2608," [shilo83, nick]   Это искусство, коим большая часть девушек уже","свойство внезапно обрываться, как будто монтажер отрезал конец сцены. ",0
2609,доверяли Пиа и считали молодое фотоискусство шарлатанством. ,"свойство внезапно обрываться, как будто монтажер отрезал конец сцены. ",0
2610,"серебра, основным потребителем которого была кинематография. ","свойство внезапно обрываться, как будто монтажер отрезал конец сцены. ",0
2611,"где главными принципами потребления являются мода, новинка, современный комфорт? ",Лавиза Ивановна ― вот это точно кринолин на полконторы! ,0
2612,"и драгоценности, рестораны и дорогая одежда. ",Лавиза Ивановна ― вот это точно кринолин на полконторы! ,0
2613,так долго — выхода на заслуженный отдых. ," Это был дом отдыха, позади которого снова произрастали",0
2614,"говорит о том, что российская экономика абсолютно неравномерна. "," Это был дом отдыха, позади которого снова произрастали",0
2615," Ихтиология, биология, археология и океанология представляют обширное поле деятельности для","России должны были быть отторгнуты Аландские острова, Финляндия, Прибалтийский край, Крым",0
2616, Судопроизводство и делопроизводство в Конституционном Суде Российской Федерации," ― М. Щ.)   Делопроизводитель, прапорщик ― (подпись неразборчива.  ― М. Щ",0
2617,"их колониального правления, это их правовая система, основанная на общем праве"," Другой вариант, предусмотренный Конституцией, ― отрешение президента от должности по заключению",0
2618, Но политическая деятельность была Андрею Тимофеевичу не," Другой вариант, предусмотренный Конституцией, ― отрешение президента от должности по заключению",0
2619,Кризис 1997 года сильно изменил трудовые отношения. ," Другой вариант, предусмотренный Конституцией, ― отрешение президента от должности по заключению",0
2621,"к восстановлению всей инфраструктуры, обеспечивающей судоходство по Северному морскому пути. ",потычешь и брод найдёшь.  Или спасательный круг кинут дураку.  А тут,0
2622, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН," Решайся уже, иначе минтай протухнет и ты не узнаешь",0
2623,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей"," Решайся уже, иначе минтай протухнет и ты не узнаешь",0
2624," Ихтиология, биология, археология и океанология представляют обширное поле деятельности для"," Решайся уже, иначе минтай протухнет и ты не узнаешь",0
2627,пару лет проявилась еще одна черта характера будущего премьера ― категорическое нежелание,"в своём теле жизнь― это надоедливый, изнурительный труд. ",0
2629," [shilo83, nick]   Это искусство, коим большая часть девушек уже",долгое время успешно сотрудничали: фолк-джазовый гитарист Пэт Меттени и отец фри-джаза,0
2630,"по их мнению, подняло бы музыкальное искусство на новую высоту. ",долгое время успешно сотрудничали: фолк-джазовый гитарист Пэт Меттени и отец фри-джаза,0
2635,так долго — выхода на заслуженный отдых. ," Игорный бизнес, именующий сейчас себя лотерейным",0
2636,"жертвой ― это чаще всего просто игра, развлечение, получение удовольствия. "," Игорный бизнес, именующий сейчас себя лотерейным",0
2637,"говорит о том, что российская экономика абсолютно неравномерна. "," Игорный бизнес, именующий сейчас себя лотерейным",0
2638,"сплошные сериалы, повторы прошлогодних передач, азартные игры, да круглые сутки в"," Игорный бизнес, именующий сейчас себя лотерейным",0
2639, Но политическая деятельность была Андрею Тимофеевичу не, Хотя Министерство образования РФ в 2003 г,0
2641, Но политическая деятельность была Андрею Тимофеевичу не,  «Телятина ― говядина» и «неофашизм» ― эти две темы с головой,0
2643,"являются естественными, что либерально-капиталистическая экономическая антропология сама собой воспроизведётся после отпадения",  «Телятина ― говядина» и «неофашизм» ― эти две темы с головой,0
2644,"может позавидовать любая сила, любая политическая партия в мире. ",  «Телятина ― говядина» и «неофашизм» ― эти две темы с головой,0
2647,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","внимания при замене овса заслуживают ― кукурузное зерно, нашедшее уже себе обширное",0
2648,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы","внимания при замене овса заслуживают ― кукурузное зерно, нашедшее уже себе обширное",0
2649,"системы: сельское хозяйство, рыболовство и животноводство; ","внимания при замене овса заслуживают ― кукурузное зерно, нашедшее уже себе обширное",0
2651,"внешней торговли, импортных потоков, транзита транспортная сфера Приморского края в целом", Погрузочные работы завершились 31 января (каждое,0
2652, Тарифы на грузовые перевозки будут проиндексированы по ставке, Погрузочные работы завершились 31 января (каждое,0
2653,теории множеств и превращение в прикладные науки математической логики и математической,"пропорций, в общем ― проводиться единая научно-техническая политика в республике. ",0
2654,"и т. д., и как наука претендует на полное объяснение причин","пропорций, в общем ― проводиться единая научно-техническая политика в республике. ",0
2655, Но политическая деятельность была Андрею Тимофеевичу не,"пропорций, в общем ― проводиться единая научно-техническая политика в республике. ",0
2657, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,"тепличные растения не нападёт какой-нибудь микроорганизм, не подточит их в корне",0
2658,"и прикладную.   Физика ядра, генетика, микробиология ― фундаментальная наука.   Над ней соображения","тепличные растения не нападёт какой-нибудь микроорганизм, не подточит их в корне",0
2665,"условиях Клиники лечебного питания, и кулинарное искусство, пронесшее через века свои", Категорически не рекомендуется квашение в алюминиевой таре: молочная кислота,0
2666,интересно всё-же это российская медицина такая перестраховочная или в других," Более того, показано, что морфин стимулирует репликацию различных изолятов ВИЧ",0
2667,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство"," Более того, показано, что морфин стимулирует репликацию различных изолятов ВИЧ",0
2668,"говорит о том, что российская экономика абсолютно неравномерна. "," Более того, показано, что морфин стимулирует репликацию различных изолятов ВИЧ",0
2669, Наука.  Медицина Фармакология Противоядерная таблетка Лекарство от острой," Более того, показано, что морфин стимулирует репликацию различных изолятов ВИЧ",0
2670, Но политическая деятельность была Андрею Тимофеевичу не," К ним относится, например, Аграрная партия России. ",0
2671,"может позавидовать любая сила, любая политическая партия в мире. "," К ним относится, например, Аграрная партия России. ",0
2674,"говорит о том, что российская экономика абсолютно неравномерна. ",ребёнок привяжет.  И опять же алименты.  На двоих детей ― тридцать три,0
2675,"социальная история науки и техники, филология, искусствоведение, информационное обеспечение гуманитарных исследований",ребёнок привяжет.  И опять же алименты.  На двоих детей ― тридцать три,0
2676,куда инкассируется поступающая выручка и денежная наличность. ,ребёнок привяжет.  И опять же алименты.  На двоих детей ― тридцать три,0
2677," Финансовая сфера, инновации в которой обрушили",ребёнок привяжет.  И опять же алименты.  На двоих детей ― тридцать три,0
2678,"этот вопрос, поскольку вся моя семья - это я и мой сын",ребёнок привяжет.  И опять же алименты.  На двоих детей ― тридцать три,0
2679,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство",возможность подмены хорошего топлива на низкокачественный аналог. ,0
2680,"говорит о том, что российская экономика абсолютно неравномерна. ",возможность подмены хорошего топлива на низкокачественный аналог. ,0
2681,"говорит о том, что российская экономика абсолютно неравномерна. ",общежитие не положено.  Принялись искать частное жилье.   Сначала была комната в,0
2682,"производство, строительство, инвестиции, сельское хозяйство, коммунальное хозяйство, малое предпринимательство, финансы, рынок",общежитие не положено.  Принялись искать частное жилье.   Сначала была комната в,0
2683,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы"," Во всех древнеримских книгах груша, плод грушевого дерева, именуется «пирум",0
2684,в любом производстве ― будь то растениеводство либо производство электроэнергии или тепла," Во всех древнеримских книгах груша, плод грушевого дерева, именуется «пирум",0
2686,"являются естественными, что либерально-капиталистическая экономическая антропология сама собой воспроизведётся после отпадения",Пуджу» распространили по Индии бродячие бенгальцы. ,0
2687,"транспорта; боролся с ""предельщиками"", очищал железнодорожный транспорт от ""чужаков"" и ""примазавшихся"," [alla, nick]   ПОЕЗД ПОД НАЗВАНИЕМ «ДЕТСТВО» ПРИБЫЛ НА",0
2688,интересно всё-же это российская медицина такая перестраховочная или в других,родов был легко купируемый транзиторный цистит. ,0
2689,"Но генетика ― это прежде всего физиологическая наука, и ее основная задача",родов был легко купируемый транзиторный цистит. ,0
2690, Сфера образования для него всегда была, В неё был влюблён одноклассник Максуд Гусейнов. ,0
2692,"потратили бюджетные деньги по статье ""Правоохранительная деятельность"" органы власти Ленинградской и","накануне выписки Леры из больницы, участковый инспектор полиции вызвал Азата во",0
2693,"их колониального правления, это их правовая система, основанная на общем праве", Ценз оседлости в самом текучем из,0
2694,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей"," Делая шаг при движении, стопа ноги двигается параллельно по отношению",0
2696,доверяли Пиа и считали молодое фотоискусство шарлатанством. ,"  ― О, не беспокойтесь, ваша фотокопия у меня, ― значительно улыбнулся прокурор",0
2697, Судопроизводство и делопроизводство в Конституционном Суде Российской Федерации,"  ― О, не беспокойтесь, ваша фотокопия у меня, ― значительно улыбнулся прокурор",0
2701, Но политическая деятельность была Андрею Тимофеевичу не,"требуется издание дополнительного правового акта, федеральный орган государственной власти, в чью",0
2703,"говорит о том, что российская экономика абсолютно неравномерна. ", Оплата услуг медицинских учреждений страховыми организациями,0
2704,куда инкассируется поступающая выручка и денежная наличность. , Оплата услуг медицинских учреждений страховыми организациями,0
2707, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,  «Зеленый шершень» ― Роген получает главную роль в,0
2708,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей",  «Зеленый шершень» ― Роген получает главную роль в,0
2709,"эти системы являются человеко-машинными, то измерение количества информации, содержащейся в циркулирующих","бегать преподаватели, выясняя почему тебя вчера не было и требуя справки",0
2710," В настоящее время продолжительность образования все увеличивается, и","бегать преподаватели, выясняя почему тебя вчера не было и требуя справки",0
2711,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","Запекать 10-15 мин.   Дуэт ""Карамель""   Дуэт ""Карамель"": "" Еловые ветки в доме на Новый год ― это залог успеха"" ",0
2712,"говорит о том, что российская экономика абсолютно неравномерна. ","Запекать 10-15 мин.   Дуэт ""Карамель""   Дуэт ""Карамель"": "" Еловые ветки в доме на Новый год ― это залог успеха"" ",0
2713,"условиях Клиники лечебного питания, и кулинарное искусство, пронесшее через века свои","Запекать 10-15 мин.   Дуэт ""Карамель""   Дуэт ""Карамель"": "" Еловые ветки в доме на Новый год ― это залог успеха"" ",0
2714," Термин ""религия"" сегодня используется очень широко во"," Индуисты чувствуют угрозу, которая исходит извне",0
2715,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей",от нее остались ребра и берцовая кость лошади. ,0
2717,"и т. д., и как наука претендует на полное объяснение причин",Далее идёт то же русское словообразование: Чуличок или Чуличко и фамилия,0
2718,"социальная история науки и техники, филология, искусствоведение, информационное обеспечение гуманитарных исследований",Далее идёт то же русское словообразование: Чуличок или Чуличко и фамилия,0
2719,"условиях Клиники лечебного питания, и кулинарное искусство, пронесшее через века свои","  ― А вот так: разделочная доска кухонного шкафа откидывалась, как",0
2720,"социальная история науки и техники, филология, искусствоведение, информационное обеспечение гуманитарных исследований","  [Фортовый, nick]   ЭКЮ – это ценная бумага, дающая право приобрести фиксированный",0
2721,"  [Фортовый, nick]   ЭКЮ – это ценная бумага, дающая право приобрести фиксированный","  [Фортовый, nick]   ЭКЮ – это ценная бумага, дающая право приобрести фиксированный",0
2723," [shilo83, nick]   Это искусство, коим большая часть девушек уже",основанием продолжали распевать на итальянский мотив произведения русского помещика. ,0
2724,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","названием УПК, что значило Учебно-производственный комбинат, то среди всяких возможных",0
2725,"говорит о том, что российская экономика абсолютно неравномерна. ","названием УПК, что значило Учебно-производственный комбинат, то среди всяких возможных",0
2726," Термин ""религия"" сегодня используется очень широко во","вот батюшку или отца дьякона архиерей рукополагает, так на того с",0
2727,"потому, что втайне желали принять христианство. ","вот батюшку или отца дьякона архиерей рукополагает, так на того с",0
2728,"приобрести издания по следующим направлениям: православие, история, философия, искусство, научно-популярная, художественная","вот батюшку или отца дьякона архиерей рукополагает, так на того с",0
2729,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство",Сначала государственная почта преобразуется в акционерное общество со стопроцентным участием государства,0
2730,"говорит о том, что российская экономика абсолютно неравномерна. ",Сначала государственная почта преобразуется в акционерное общество со стопроцентным участием государства,0
2731,"их колониального правления, это их правовая система, основанная на общем праве",делу NА14―3188/02/150 суд кассационной инстанции указал на то,0
2733,"потратили бюджетные деньги по статье ""Правоохранительная деятельность"" органы власти Ленинградской и",делу NА14―3188/02/150 суд кассационной инстанции указал на то,0
2734,года ― гражданское право и гражданское судоустройство и судопроизводство; по Уставу 23,делу NА14―3188/02/150 суд кассационной инстанции указал на то,0
2735,"Есть мужчина, у него языковое высшее образование, но переводческое. ", Закончил факультет журналистики Уральского госуниверситета и экономический,0
2736," [patrol, nick]   Ненависть к России воспитывают средства массовой информации. ", Закончил факультет журналистики Уральского госуниверситета и экономический,0
2737, 3. Спирин А. С. Современная биология и биологическая безопасность // Вестник РАН,"2004. 08. 1012: 21.   кладовка― крыса Шушера пчёлка Майя , 2004. 08. 1012: 24",0
2738,"  ― Здесь, внизу, естественная история, зоология и сравнительная анатомия, ― обратил Алексей","2004. 08. 1012: 21.   кладовка― крыса Шушера пчёлка Майя , 2004. 08. 1012: 24",0
2744,пару лет проявилась еще одна черта характера будущего премьера ― категорическое нежелание,ты у нас вон какой трудолюбивый человек! ,0
2747," Я конечно тоже спорт люблю, но не в таких","пение во весь голос, быстрый бег на длинную дистанцию, рискованные авантюры",0
2748,Официально― сильнее всех на планете.   Лёгкая атлетика.  Мадрид. ,"пение во весь голос, быстрый бег на длинную дистанцию, рискованные авантюры",0
2750,"жертвой ― это чаще всего просто игра, развлечение, получение удовольствия. ","экскурсионная программа и дискотека, детская игровая комната, бары и многое другое",0
2755,"эти системы являются человеко-машинными, то измерение количества информации, содержащейся в циркулирующих","рублей, при этом в среднем гигакалория от крупной котельной стоит чуть",0
2760,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","то взвешивать, то оформлять, то паковать, превращая цинковый саркофаг в обыкновенную",0
2761,интересно всё-же это российская медицина такая перестраховочная или в других,"астма, а потом ещё и туберкулёз. ",0
2762,"Но генетика ― это прежде всего физиологическая наука, и ее основная задача","астма, а потом ещё и туберкулёз. ",0
2765,пару лет проявилась еще одна черта характера будущего премьера ― категорическое нежелание," Бианки и поэт в душе, и редкой наблюдательности",0
2766,"естественные и, в частности, в геологические науки. ", Геденбергит <formula> Хризолит <formula> Гиперстен ,0
2767,Многое сразу же прояснится ― уран-добывающая промышленность в Германии уже существовала, Геденбергит <formula> Хризолит <formula> Гиперстен ,0
2768,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство","с народными промыслами, как, например, оленеводство». ",0
2769,"работа предприятий, малое предпринимательство, строительство, сельское хозяйство, уровень жизни и доходы","с народными промыслами, как, например, оленеводство». ",0
2770,"системы: сельское хозяйство, рыболовство и животноводство; ","с народными промыслами, как, например, оленеводство». ",0
2771,"которыми связано использование водных ресурсов, ― промышленность, сельское хозяйство и коммунальное хозяйство"," ― Высвободится технологический транспорт, снизятся затраты на горючее",0
